[2024-03-01 00:53:40,897] 	INFO 	20 	id_data.py 	<module>() 	ID Data Started
[2024-03-01 00:53:41,149] 	INFO 	31 	id_data.py 	<module>() 	ID Data Ended
[2024-03-01 00:53:41,900] 	INFO 	24 	day_data.py 	<module>() 	Day Data Fusion Started
[2024-03-01 00:53:44,601] 	INFO 	71 	day_data.py 	<module>() 	Day Data Fusion Ended
[2024-03-01 00:53:45,490] 	INFO 	35 	pair_data.py 	<module>() 	Pair Data Fusion Started
[2024-03-01 00:54:01,258] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Fusion Ended
[2024-03-01 00:54:02,044] 	INFO 	36 	bribe_data.py 	<module>() 	Bribe Data Started
[2024-03-01 00:56:32,036] 	INFO 	157 	bribe_data.py 	<module>() 	Bribe Data Ended
[2024-03-01 00:56:32,832] 	INFO 	36 	fee_data.py 	<module>() 	Fee Data Started
[2024-03-01 00:58:28,862] 	INFO 	157 	fee_data.py 	<module>() 	Fee Data Ended
[2024-03-01 00:58:29,654] 	INFO 	37 	vote_data.py 	<module>() 	Vote Data Started
[2024-03-01 00:58:38,924] 	INFO 	116 	vote_data.py 	<module>() 	Vote Data Ended
[2024-03-01 00:58:39,715] 	INFO 	30 	revenue_data.py 	<module>() 	Revenue Data Started
[2024-03-01 00:58:46,888] 	INFO 	150 	revenue_data.py 	<module>() 	Revenue Data Ended
[2024-03-01 01:51:44,384] 	INFO 	20 	id_data.py 	<module>() 	ID Data Started
[2024-03-01 01:51:45,176] 	INFO 	31 	id_data.py 	<module>() 	ID Data Ended
[2024-03-01 01:51:45,695] 	INFO 	24 	day_data.py 	<module>() 	Day Data Fusion Started
[2024-03-01 01:51:47,639] 	INFO 	71 	day_data.py 	<module>() 	Day Data Fusion Ended
[2024-03-01 01:51:48,524] 	INFO 	35 	pair_data.py 	<module>() 	Pair Data Fusion Started
[2024-03-01 01:52:07,920] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Fusion Ended
[2024-03-01 01:52:08,703] 	INFO 	36 	bribe_data.py 	<module>() 	Bribe Data Started
[2024-03-01 01:54:58,187] 	INFO 	157 	bribe_data.py 	<module>() 	Bribe Data Ended
[2024-03-01 01:54:58,974] 	INFO 	36 	fee_data.py 	<module>() 	Fee Data Started
[2024-03-01 01:57:54,759] 	INFO 	157 	fee_data.py 	<module>() 	Fee Data Ended
[2024-03-01 01:57:55,560] 	INFO 	37 	vote_data.py 	<module>() 	Vote Data Started
[2024-03-01 01:58:05,116] 	INFO 	116 	vote_data.py 	<module>() 	Vote Data Ended
[2024-03-01 01:58:05,908] 	INFO 	30 	revenue_data.py 	<module>() 	Revenue Data Started
[2024-03-01 01:58:12,631] 	INFO 	150 	revenue_data.py 	<module>() 	Revenue Data Ended
[2024-03-01 02:21:29,363] 	INFO 	20 	id_data.py 	<module>() 	ID Data Started
[2024-03-01 02:21:29,733] 	INFO 	31 	id_data.py 	<module>() 	ID Data Ended
[2024-03-01 02:21:30,289] 	INFO 	24 	day_data.py 	<module>() 	Day Data Fusion Started
[2024-03-01 02:21:33,125] 	INFO 	71 	day_data.py 	<module>() 	Day Data Fusion Ended
[2024-03-01 02:21:33,985] 	INFO 	35 	pair_data.py 	<module>() 	Pair Data Fusion Started
[2024-03-01 02:21:50,809] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Fusion Ended
[2024-03-01 02:21:51,572] 	INFO 	36 	bribe_data.py 	<module>() 	Bribe Data Started
[2024-03-01 02:24:17,025] 	INFO 	157 	bribe_data.py 	<module>() 	Bribe Data Ended
[2024-03-01 02:24:17,797] 	INFO 	36 	fee_data.py 	<module>() 	Fee Data Started
[2024-03-01 02:26:05,617] 	INFO 	157 	fee_data.py 	<module>() 	Fee Data Ended
[2024-03-01 02:26:06,386] 	INFO 	37 	vote_data.py 	<module>() 	Vote Data Started
[2024-03-01 02:26:17,392] 	INFO 	116 	vote_data.py 	<module>() 	Vote Data Ended
[2024-03-01 02:26:18,169] 	INFO 	30 	revenue_data.py 	<module>() 	Revenue Data Started
[2024-03-01 02:26:24,282] 	INFO 	150 	revenue_data.py 	<module>() 	Revenue Data Ended
[2024-03-01 02:36:53,815] 	INFO 	20 	id_data.py 	<module>() 	ID Data Started
[2024-03-01 02:36:54,681] 	INFO 	31 	id_data.py 	<module>() 	ID Data Ended
[2024-03-01 02:36:55,192] 	INFO 	24 	day_data.py 	<module>() 	Day Data Fusion Started
[2024-03-01 02:36:57,842] 	INFO 	71 	day_data.py 	<module>() 	Day Data Fusion Ended
[2024-03-01 02:36:58,791] 	INFO 	35 	pair_data.py 	<module>() 	Pair Data Fusion Started
[2024-03-01 02:37:15,449] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Fusion Ended
[2024-03-01 02:37:16,232] 	INFO 	36 	bribe_data.py 	<module>() 	Bribe Data Started
[2024-03-01 02:39:40,086] 	INFO 	157 	bribe_data.py 	<module>() 	Bribe Data Ended
[2024-03-01 02:39:40,879] 	INFO 	36 	fee_data.py 	<module>() 	Fee Data Started
[2024-03-01 02:41:32,102] 	INFO 	157 	fee_data.py 	<module>() 	Fee Data Ended
[2024-03-01 02:41:32,881] 	INFO 	37 	vote_data.py 	<module>() 	Vote Data Started
[2024-03-01 02:41:42,346] 	INFO 	116 	vote_data.py 	<module>() 	Vote Data Ended
[2024-03-01 02:41:43,140] 	INFO 	30 	revenue_data.py 	<module>() 	Revenue Data Started
[2024-03-01 02:41:48,741] 	INFO 	150 	revenue_data.py 	<module>() 	Revenue Data Ended
[2024-03-01 02:49:05,170] 	INFO 	20 	id_data.py 	<module>() 	ID Data Started
[2024-03-01 02:49:05,704] 	INFO 	31 	id_data.py 	<module>() 	ID Data Ended
[2024-03-01 02:49:06,345] 	INFO 	24 	day_data.py 	<module>() 	Day Data Fusion Started
[2024-03-01 02:49:08,121] 	INFO 	71 	day_data.py 	<module>() 	Day Data Fusion Ended
[2024-03-01 02:49:09,100] 	INFO 	35 	pair_data.py 	<module>() 	Pair Data Fusion Started
[2024-03-01 02:49:22,767] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Fusion Ended
[2024-03-01 02:49:23,544] 	INFO 	36 	bribe_data.py 	<module>() 	Bribe Data Started
